"country","count","rank","screen_name","name","description","category","X","count.y","pop","percent"
"Mongolia",22,29,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,32,2580704,68.75
"Mongolia",22,30,"TIME","TIME","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news",NA,32,2580704,68.75
"Ireland",499,1,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,726,4143294,68.73
"Pakistan",1128,4,"ImranKhanPTI","Imran Khan","Chairman of Pakistan Tehreek-e-Insaf","person",NA,1644,158080591,68.61
"Ukraine",238,3,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,347,46917544,68.59
"Spain",616,3,"Iberia","Iberia","A tu servicio 24 horas los 365 dias del ano. �En que podemos ayudarte desde aqui? �Te leemos! :)","airline",NA,899,43397491,68.52
"Slovenia",315,2,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,461,1999425,68.33
"South Africa",334,1,"qatarairways","Qatar Airways","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline",NA,489,47938663,68.3
"Colombia",253,5,"united","United","Conversations with you here are 140 characters-friendly. Tweet us any time. For a formal response visit https://t.co/cpgjUnDsve.","airline",NA,371,4494579,68.19
"Romania",167,4,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,245,21627557,68.16
"Afghanistan",47,2,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,69,25067407,68.12
"Afghanistan",47,3,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,69,25067407,68.12
"Bulgaria",32,5,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,47,7744591,68.09
"Saudi Arabia",617,4,"Saudi_Airlines","SAUDIA | السعودية","حساب السعودية الرسمي حيث تجدون آخر الأخبار والعروض | للشكاوى يرجى التواصل مع Saudia official account| For complaints, Pls tweet to @Saudia_Care","airline",NA,907,2361236,68.03
"Zimbabwe",102,3,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,150,13119679,68
"Argentina",548,4,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,806,38747148,67.99
"Czech Republic",55,3,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,81,10191762,67.9
"South Africa",332,2,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,489,47938663,67.89
"Romania",166,5,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,245,21627557,67.76
"Latvia",21,2,"airBaltic","airBaltic","Official Twitter account of airBaltic, the leading airline in the Baltic countries. Contact us: http://t.co/JLriWShE9O","airline",NA,31,2301793,67.74
"Latvia",21,3,"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,31,2301793,67.74
"Latvia",21,4,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,31,2301793,67.74
"Sri Lanka",138,1,"qatarairways","Qatar Airways","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline",NA,204,19120763,67.65
"Sri Lanka",138,2,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,204,19120763,67.65
"Pakistan",1112,5,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,1644,158080591,67.64
"Bangladesh",217,6,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,321,15328112,67.6
"India",6101,5,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,9039,1134403141,67.5
"Croatia",29,3,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,43,455149,67.44
"Colombia",250,6,"LATAM_CO","LATAM Colombia","Bienvenido a LATAM Airlines Colombia. Estamos listos para ayudarte 24/7. Descubre mas sobre nosotros en https://t.co/MdmOjqPrVE","airline",NA,371,4494579,67.39
"Indonesia",3606,1,"IndonesiaGaruda","Garuda Indonesia","The Airline Of Indonesia | 24 hours Call Center 08041807807, +622123519999 | sosialmedia@garuda-indonesia.com |Facebook https://t.co/c2c2QMoNGf","airline",NA,5360,226063044,67.28
"Portugal",203,5,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,302,10528226,67.22
"Belarus",41,4,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,61,9795287,67.21
"Ukraine",233,4,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,347,46917544,67.15
"Canada",572,1,"AmericanAir","American Airlines","We're here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline",NA,853,32270507,67.06
"Bangladesh",215,7,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,321,15328112,66.98
"Italy",690,4,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,1031,5864636,66.93
"India",6045,6,"deepikapadukone","Deepika Padukone","Live,Love,Laugh... https://t.co/W632g3qOKi","person",NA,9039,1134403141,66.88
"India",6042,7,"iamsrk","Shah Rukh Khan","","person",NA,9039,1134403141,66.84
"Slovenia",308,3,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,461,1999425,66.81
"Venezuela",420,4,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,629,26725573,66.77
"Australia",4790,1,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,7180,20310208,66.71
"India",6027,8,"BarackObama","Barack Obama","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person",NA,9039,1134403141,66.68
"Sri Lanka",136,3,"KumarSanga2","Kumar Sangakkara","has been cricketer still plodding along Instagram sangalefthander","person",NA,204,19120763,66.67
"Germany",548,1,"Lufthansa_DE","Deutsche Lufthansa","Das ist der offizielle Lufthansa_DE Twitter-Kanal. Bitte richtet Anregungen, Lob oder Kritik an: https://t.co/GjRy7UfyzU","airline",NA,823,82652369,66.59
"Kenya",412,6,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,619,35598952,66.56
"Serbia",214,5,"lufthansa","Lufthansa","Welcome to the official twitter channel (international) of Deutsche Lufthansa AG!","airline",NA,322,9863026,66.46
"Greenland",631,1,"qatarairways","Qatar Airways","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline",NA,950,57475,66.42
"Bangladesh",213,8,"iamsrk","Shah Rukh Khan","","person",NA,321,15328112,66.36
"Nepal",124,5,"CNN","CNN","It's our job to #GoThere and tell the most difficult stories. Come with us!","news",NA,187,27093656,66.31
"Chile",440,2,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,664,16295102,66.27
"Portugal",200,6,"EtihadAirways","Etihad Airways","Welcome to the official Etihad Airways Twitter account! Follow us for latest news, events and exclusive competitions! For queries or problems, go to @EtihadHelp","airline",NA,302,10528226,66.23
"Poland",92,5,"KLM","Royal Dutch Airlines","Official global account of KLM. While we keep you updated, we're at your service in 12 languages. Share personal details only in private messages!","airline",NA,139,38195558,66.19
"Venezuela",415,5,"AmericanAir","American Airlines","We're here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline",NA,629,26725573,65.98
"Venezuela",415,6,"emirates","Emirates airline","The official Twitter channel for Emirates airline. Pls tweet @EmiratesSupport if you need any assistance in English & Arabic. We are online 24/7","airline",NA,629,26725573,65.98
"Nepal",123,6,"cnnbrk","CNN Breaking News","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news",NA,187,27093656,65.78
"Nepal",123,7,"BBCWorld","BBC News (World)","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news",NA,187,27093656,65.78
"Bangladesh",211,9,"aamir_khan","Aamir Khan","Actor.","person",NA,321,15328112,65.73
"Romania",161,6,"TurkishAirlines","Turkish Airlines","Thanks for visiting Europe's Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline",NA,245,21627557,65.71
"Pakistan",1080,6,"BBCBreaking","BBC Breaking News","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news",NA,1644,158080591,65.69
"Sri Lanka",134,4,"twitter","Twitter","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel",NA,204,19120763,65.69
"Sri Lanka",134,5,"MahelaJay","Mahela Jayawardena","The Official Account of Mahela Jayawardena. Love playing golf & a huge fan of Man United!","person",NA,204,19120763,65.69
"Pakistan",1079,7,"British_Airways","British Airways","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline",NA,1644,158080591,65.63
"Mongolia",21,31,"BillGates","Bill Gates","Sharing things I'm learning through my foundation work and other interests...","person",NA,32,2580704,65.62
"Peru",40,4,"Qantas","Qantas","The official Qantas Twitter page to share information & get feedback. We're online 24 hours a day, 7 days a week.","airline",NA,61,27274266,65.57
"Colombia",243,7,"ELTIEMPO","EL TIEMPO","Principales noticias de Colombia y el mundo. Los invitamos a navegar nuestro nuevo portal, centrado en las preferencias de los lectores.","news",NA,371,4494579,65.5
