"followee","screen_name","name","timezone","description","category","country","count","rank"
139092348,"aguerosergiokun","Sergio Kun Aguero","Greenland","Argentino. Títulos: Premier League Man City 2012 y 2014/Europa League y Supercopa 2010 con el Atleti/Mundial Sub 20 2005 y 2007 y JJ.OO. 2008 con la Selección","","Bosnia and Herzegovina",4,57
140070953,"FIFAcom","FIFA.com","London","Bringing you interviews, features and news on FIFA and our 211 Member Associations. https://t.co/Qgt2IiVKey","sports","Estonia",4,89
155659213,"Cristiano","Cristiano Ronaldo","Madrid","This Privacy Policy addresses the collection and use of personal information - https://t.co/Jp6yh1T58c","person","Bosnia and Herzegovina",4,58
157974511,"SturmBoxing","Felix Sturm","Berlin","5 Time WorldChampion https://t.co/ygidFte7oB https://t.co/71LtzPB4ox #AdnanĆatić","","Bosnia and Herzegovina",4,59
168213572,"TipsarevicJanko","Janko Tipsarevic","Pacific Time (US & Canada)","Work hard. Play harder. Stay humble.","","Bosnia and Herzegovina",4,60
173992307,"BBC_Travel","BBC Travel","Eastern Time (US & Canada)","Discover new cultures. Embark on new adventures. Celebrate. Explore. Engage. BBC Travel: Inspiring you to fall in love with the world.","travel","Estonia",4,90
176379354,"Scott_Waide","Scott Waide","Hawaii","#PapuaNewGuinean TV Journalist | Producer | #EMTV Lae Bureau Chief | Proud #Morobean | Unless stated otherwise, all tweets are my own views","","Papua New Guinea",4,30
181268935,"thetblogger","Travel Blogger .com","Pacific Time (US & Canada)","The Travel Blogger posts links to travel news, information and destinations. Editor: @bcmurray","","Estonia",4,91
195590974,"BSPPacific","BSP","Port Moresby","Bank South Pacific is the South Pacific's largest locally owned retail bank with over 60 branches and in excess of 9 Billion kina in assets.  www.bsp.com.pg","","Papua New Guinea",4,31
243381107,"GooglePlay","Google Play","Pacific Time (US & Canada)","We’re exploring the world’s greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let’s play.","brand","Estonia",4,92
243381107,"GooglePlay","Google Play","Pacific Time (US & Canada)","We’re exploring the world’s greatest stories through movies, TV, music, games, apps, books and so much more. Up for new adventures and discoveries? Let’s play.","brand","Philippines",4,96
259925559,"DjokerNole","Novak Djokovic","Belgrade","Laugh as long as you breathe, love as long as you live!","person","Papua New Guinea",4,32
265902729,"BBCSport","BBC Sport","Hawaii","Official https://t.co/XsBH2P4slh account. Also from @bbc - @bbcmotd @bbcf1 @bbctms @bbctennis @bbcrugbyunion & @bbcgetinspired","sports","Maldives",4,93
287190814,"LaeInterHotel","Lae Inter Hotel","Port Moresby","Combining the luxury of resort style accommodation with the needs of today's corporate traveller -Lae International Hotel in the heart of Lae, Papua New Guinea","","Papua New Guinea",4,33
354814618,"Mangiwantok","MARTYN NAMORONG","Hawaii","-| National Cordinator, #PNG Resource Governance Coalition -| Contact martnon@gmail.com Mobile +675 71930631 (PNG)","","Papua New Guinea",4,34
378197959,"3M","3M","Central Time (US & Canada)","Here, we innovate with purpose & use #science every day to create real impact in every life around the world. #Lifewith3M","brand","Philippines",4,97
382267114,"Android","Android","Pacific Time (US & Canada)","News, tips, and tricks direct from the Android team.","brand","Estonia",4,93
487118986,"XHNews","China Xinhua News","Beijing","China Insight, Global View. Xinhua News Agency is the first port of call for the latest China and world news. https://t.co/U0WI8N4Fll https://t.co/IHLImeWM1V","news","Estonia",4,94
492399548,"ZacEfron","Zac Efron","Pacific Time (US & Canada)","","","Philippines",4,98
527526077,"JeremyClarkson","Jeremy Clarkson","","I am a presenter on an Amazon motoring show.","p","Estonia",4,95
627673190,"ChampionsLeague","Champions League","Amsterdam","The official home of the UEFA Champions League on Twitter.     Spanish account: @LigadeCampeones U19: @UEFAYouthLeague","sports","Bosnia and Herzegovina",4,61
828742454,"krungy21","Sandara Park","","투애니원의 상큼한보컬 & 신인여배우 2NE1's fresh vocal & Pambansang krungkrung ng Pilipinas & Actress","","Philippines",4,99
888175117,"AusHCPNG","Bruce Davis","Port Moresby","Australian High Commission in Papua New Guinea. For consular assistance call (675) 7090 0100 in PNG or 1300 555 135 from Australia.","","Papua New Guinea",4,35
1129912081,"Post_Courier","Post Courier","Port Moresby","Papua New Guinea’s Number 1 Daily Newspaper Since 1969","","Papua New Guinea",4,36
1330457336,"billclinton","Bill Clinton","Eastern Time (US & Canada)","Founder, Clinton Foundation and 42nd President of the United States. Follow @clintonfdn for more on my work around the world.","person","Maldives",4,94
1636590253,"tim_cook","Tim Cook","Pacific Time (US & Canada)","CEO Apple, Fan of Auburn football and Duke basketball","","Maldives",4,95
2180479366,"salihovic2323","Sejad Salihovic","","Beijing Renhe FC,bosna i hercegovina national team","p","Bosnia and Herzegovina",4,62
30973,"Starbucks","Starbucks Coffee","Pacific Time (US & Canada)","Inspiring and nurturing the human spirit—one person, one cup, one neighborhood at a time.","brand","Philippines",3,100
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Papua New Guinea",3,37
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Qatar",3,6
428333,"cnnbrk","CNN Breaking News","Eastern Time (US & Canada)","Breaking news from reporters and editors on the CNN Digital news team. Now 42M strong. Check @cnn for all things CNN, breaking and more.","news","Uganda",3,1
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Bosnia and Herzegovina",3,63
612473,"BBCNews","BBC News (UK)","London","News, features and analysis (https://t.co/FAlDvMvjw7). World news, follow @BBCWorld. Breaking news, follow @BBCBreaking. Latest sport news @BBCSport","news","Maldives",3,96
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Bosnia and Herzegovina",3,64
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Qatar",3,7
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Republic of the Congo",3,1
742143,"BBCWorld","BBC News (World)","London","Where we #LiveTheStory - join us https://t.co/zQYj7l9rp2","news","Uganda",3,2
759251,"CNN","CNN","Eastern Time (US & Canada)","It’s our job to #GoThere and tell the most difficult stories. Come with us!","news","Qatar",3,8
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Estonia",3,96
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Cape Verde",3,31
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Papua New Guinea",3,38
783214,"twitter","Twitter","Pacific Time (US & Canada)","Your official source for news, updates and tips from Twitter, Inc. Need help? Visit https://t.co/qq1HEzvnrA.","channel","Samoa",3,1
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Estonia",3,97
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Qatar",3,9
807095,"nytimes","The New York Times","Eastern Time (US & Canada)","Where the conversation begins. Follow for breaking news, special reports, RTs of our journalists and more from https://t.co/YapuoqX0HS.","news","Uganda",3,3
813286,"BarackObama","Barack Obama","Eastern Time (US & Canada)","This account is run by Organizing for Action staff. Tweets from the President are signed -bo.","person","Uganda",3,4
816653,"TechCrunch","TechCrunch","Pacific Time (US & Canada)","Breaking technology news, analysis, and opinions from TechCrunch. The number one guide for all things tech.
Got a tip? Let us know tips@techcrunch.com","news","Estonia",3,98
816653,"TechCrunch","TechCrunch","Pacific Time (US & Canada)","Breaking technology news, analysis, and opinions from TechCrunch. The number one guide for all things tech.
Got a tip? Let us know tips@techcrunch.com","news","Maldives",3,97
816653,"TechCrunch","TechCrunch","Pacific Time (US & Canada)","Breaking technology news, analysis, and opinions from TechCrunch. The number one guide for all things tech.
Got a tip? Let us know tips@techcrunch.com","news","Qatar",3,10
1344951,"WIRED","WIRED","Pacific Time (US & Canada)","WIRED is where tomorrow is realized.","channel","Bosnia and Herzegovina",3,65
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Estonia",3,99
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Bosnia and Herzegovina",3,66
1652541,"Reuters","Reuters Top News","Eastern Time (US & Canada)","Top and breaking news, pictures, and videos from Reuters.","news","Republic of the Congo",3,2
1774391,"nytimestravel","NY Times Travel","Eastern Time (US & Canada)","Travel news and features from around the world.","travel","Bosnia and Herzegovina",3,67
2097571,"cnni","CNN International","London","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news","Maldives",3,98
2097571,"cnni","CNN International","London","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news","Papua New Guinea",3,39
2097571,"cnni","CNN International","London","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","news","Qatar",3,11
2142731,"firefox","Firefox","Pacific Time (US & Canada)","go forth and internet freely","","Maldives",3,99
2367911,"MTV","MTV","Eastern Time (US & Canada)"," tweets by @kaitiii | snapchat: mtv","channel","Papua New Guinea",3,40
2425151,"facebook","Facebook","Pacific Time (US & Canada)","Giving people the power to share and make the world more open and connected.","brand","Estonia",3,100
2459371,"Skype","Skype","Pacific Time (US & Canada)","The latest news and updates from the team at Skype. Follow the link below to discover all the wonderful things Skype has to offer.","brand","Maldives",3,100
2467791,"washingtonpost","Washington Post","Eastern Time (US & Canada)","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news","Qatar",3,12
2467791,"washingtonpost","Washington Post","Eastern Time (US & Canada)","Tweet-length breaking news, analysis from around the world. Founded in 1877. Follow our journalists on Twitter: https://t.co/VV0UBAMHg8","news","Samoa",3,2
2557521,"espn","ESPN","Eastern Time (US & Canada)","We talk about sports, sports, and well ... sports.","sports","Bosnia and Herzegovina",3,68
2883841,"enews","E! News","Pacific Time (US & Canada)","Entertainment news from https://t.co/G81dlZzugA—watch weeknights at 7p & 11p for the latest! 
Snapchat: e_news","","Papua New Guinea",3,41
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","Bosnia and Herzegovina",3,69
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","Qatar",3,13
3108351,"WSJ","Wall Street Journal","Eastern Time (US & Canada)","Breaking news and features from the WSJ.","news","Samoa",3,3
4970411,"AJEnglish","Al Jazeera English","London","Everyone has a story worth hearing. Follow @AJENews for breaking news. Add us on Snapchat: AJENews.","news","Qatar",3,14
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Bosnia and Herzegovina",3,70
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Papua New Guinea",3,42
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Qatar",3,15
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Republic of the Congo",3,3
5402612,"BBCBreaking","BBC Breaking News","London","Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport.","news","Uganda",3,5
5920532,"Delta","Delta","Eastern Time (US & Canada)","Official account of Delta Air Lines. We’re listening around the clock, 7 days a week. For a formal response please visit https://t.co/NnsfScRHt1.","airline","Cape Verde",3,32
5988062,"TheEconomist","The Economist","Eastern Time (US & Canada)","News and analysis with a global perspective.  Subscribe here: https://t.co/FDPVGW00W2","channel","Qatar",3,16
6017542,"BreakingNews","Breaking News","Eastern Time (US & Canada)","Be the first to know when news breaks. Get our free app to unlock more updates, see news near you and customize your alerts...","news","Bosnia and Herzegovina",3,71
6449282,"JetBlue","JetBlue Airways","Eastern Time (US & Canada)","Hi, nice to tweet you! Fly with us to 90+ destinations and experience our award-winning service. For concerns that require a response, call or email.","airline","Cape Verde",3,33
7212562,"SouthwestAir","Southwest Airlines","Central Time (US & Canada)","We run on #SouthwestHeart. Follow for news & stories about the greatest Employees & Customers in the world. For official concerns please use the link provided.","airline","Cape Verde",3,34
9549352,"BA_USA","British Airways N.A.","Eastern Time (US & Canada)","This account is no longer active. Please follow @british_airways for 24-hour a day customer support and updates.","airline","Papua New Guinea",3,43
9676212,"latimestravel","L.A. Times Travel","Pacific Time (US & Canada)","@LATimes Travel news and more from Chris Reynolds (@mrcsreynolds), Catharine Hamm (@CatHamm), @AHarnagel (Anne Harnagel) and Brady MacDonald @latimesfunland)","","Bosnia and Herzegovina",3,72
10228272,"YouTube","YouTube","Pacific Time (US & Canada)","lol watch this","channel","Bosnia and Herzegovina",3,73
10228272,"YouTube","YouTube","Pacific Time (US & Canada)","lol watch this","channel","Cape Verde",3,35
10228272,"YouTube","YouTube","Pacific Time (US & Canada)","lol watch this","channel","Papua New Guinea",3,44
10933662,"timestravel","The Times Travel","London","The latest travel news, deals and videos plus inspiration for your next trip","travel","Bosnia and Herzegovina",3,74
12101862,"VirginAmerica","Virgin America","Pacific Time (US & Canada)","Welcome to the only mood-lit Twitter feed. Check out our blog http://t.co/rYssSyFrNc. For official complaints please visit us at http://t.co/cftZiNWDrG. Cheers!","airline","Cape Verde",3,36
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","Papua New Guinea",3,45
14159148,"UN","United Nations","Eastern Time (US & Canada)","Official twitter account of #UnitedNations. Get latest information on the #UNGA. Follow us on Snapchat: united-nations. #GlobalGoals #UN4RefugeesMigrants","other","Qatar",3,17
14293310,"TIME","TIME","Eastern Time (US & Canada)","Breaking news and current events from around the globe. Hosted by TIME staff. Tweet questions to our customer service team @TIMEmag_Service.","news","Qatar",3,18
14589119,"qatarairways","Qatar Airways","Kuwait","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline","Republic of the Congo",3,4
14589119,"qatarairways","Qatar Airways","Kuwait","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline","Samoa",3,4
14589119,"qatarairways","Qatar Airways","Kuwait","Official account of Qatar Airways. Follow us for offers, news, and careers. For Customer Care, please visit https://t.co/nNuqO4z99F","airline","Uganda",3,6
15012486,"CBSNews","CBS News","Eastern Time (US & Canada)","The official twitter feed of @CBSNews. Follow for original reporting and trusted news.","news","Qatar",3,19
15224867,"andersoncooper","Anderson Cooper","Eastern Time (US & Canada)","tweets by Anderson Cooper. Anchor of @AC360 on CNN and correspondent on @60Minutes. Author of NYTimes Best Seller - The Rainbow Comes And Goes","person","Papua New Guinea",3,46
15378041,"VirginAustralia","Virgin Australia","Brisbane","Welcome to the official page for Virgin Australia. We're here to help from 5am-11pm (AEST). For 24/7 assistance call 13 67 89. Feedback: http://t.co/bpg9Lb8EOj","airline","Papua New Guinea",3,47
15425377,"Airbus","Airbus","Paris","A global team designing, manufacturing and supporting the world's leading aircraft... with passengers at heart and airlines in mind.","travel","Papua New Guinea",3,48
15519886,"WestJet","WestJet","Mountain Time (US & Canada)","Welcome to the official WestJet Twitter account! We're online and available to help 24/7. Please send personal info via direct message only.","airline","Cape Verde",3,37
15670515,"Windows","Windows","Pacific Time (US & Canada)","Windows news, product info & global stories of people using Windows technology to #DoGreatThings. For support tweet @WindowsSupport","brand","Cape Verde",3,38
15846407,"TheEllenShow","Ellen DeGeneres","Pacific Time (US & Canada)","Comedian, talk show host and ice road trucker. My tweets are real, and they’re spectacular. https://t.co/rJNCGU9GhH","person","Papua New Guinea",3,49
15907720,"addthis","AddThis","Eastern Time (US & Canada)","Grow your website with tools trusted by over 15 million sites.  Need support? Get in touch @addthissupport","","Qatar",3,20
16190898,"RyanSeacrest","Ryan Seacrest","Pacific Time (US & Canada)","The day will happen whether or not you get up. - John Ciardi","person","Papua New Guinea",3,50
16211434,"TravelLeisure","Travel + Leisure","Eastern Time (US & Canada)","Your connection to the world of travel, brought to you by our editors. Questions? Stories? Please share! Social media terms: http://t.co/EZJig77Mz1","travel","Bosnia and Herzegovina",3,75
16365636,"TripAdvisor","TripAdvisor","Eastern Time (US & Canada)","Know better, book better and go better on the world's largest travel site.","travel","Bosnia and Herzegovina",3,76
16898427,"cathaypacific","Cathay Pacific","Hong Kong","Welcome to the Cathay Pacific Airways Twitter community, where you can share your #lifewelltravelled moments!  You’ll find us tweeting Mon-Fri between 9am & 5pm","airline","Republic of the Congo",3,5
17471979,"NatGeo","National Geographic","Eastern Time (US & Canada)","Since 1888, we've traveled the Earth, sharing its amazing stories with new generations. Official Twitter account of National Geographic.","channel","Cape Verde",3,39
17919972,"taylorswift13","Taylor Swift","Pacific Time (US & Canada)","Born in 1989.","person","Cape Verde",3,40
17919972,"taylorswift13","Taylor Swift","Pacific Time (US & Canada)","Born in 1989.","person","Papua New Guinea",3,51
17919972,"taylorswift13","Taylor Swift","Pacific Time (US & Canada)","Born in 1989.","person","Uganda",3,7
18332190,"British_Airways","British Airways","London","Official British Airways Twitter account. We love reading your Tweets & are here 24 hours a day, 7 days a week to help. You can also visit","airline","Republic of the Congo",3,6
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Papua New Guinea",3,52
18909186,"TurkishAirlines","Turkish Airlines","Istanbul","Thanks for visiting Europe’s Best Airline on Twitter! Follow us for insights into our destinations and much more. Got an enquiry? Please consult @TK_HelpDesk.","airline","Qatar",3,21
19106719,"MAS","Malaysia Airlines","Kuala Lumpur","Welcome to the official Malaysia Airlines Berhad Twitter account. We’re tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline","Cape Verde",3,41
19106719,"MAS","Malaysia Airlines","Kuala Lumpur","Welcome to the official Malaysia Airlines Berhad Twitter account. We’re tweeting here Monday to Friday 10am-5pm Malaysia time (GMT +8)","airline","Papua New Guinea",3,53
19110632,"TravelMagazine","The Travel Magazine","London"," Get the latest travel news, articles, reports, guides, offers, competitions and more from https://t.co/0In5ml7F8A - we'd love to hear from you too.","travel","Bosnia and Herzegovina",3,77
19248106,"MariahCarey","Mariah Carey","Eastern Time (US & Canada)","New album #1toInfinity out now!","person","Papua New Guinea",3,54
19397785,"Oprah","Oprah Winfrey","Central Time (US & Canada)","","person","Bosnia and Herzegovina",3,78
19397785,"Oprah","Oprah Winfrey","Central Time (US & Canada)","","person","Cape Verde",3,42
19397785,"Oprah","Oprah Winfrey","Central Time (US & Canada)","","person","Uganda",3,8
19923144,"NBA","NBA","Eastern Time (US & Canada)","30 teams, 1 goal. #ThisIsWhyWePlay","sports","Papua New Guinea",3,55
20322929,"wizkhalifa","Wiz Khalifa","Eastern Time (US & Canada)","Taylor Gang","person","Uganda",3,9
20626359,"VirginAtlantic","Virgin Atlantic","London","Hello Gorgeous! Follow us for news, banter & assistance 24/7. Visit our blog at https://t.co/ziOX3LRnnS or for official concerns visit https://t.co/ZQJmKUNzyR","airline","Papua New Guinea",3,56
20646711,"UNESCO","UNESCO","Paris","Building peace where it starts - in the minds of men & women. Follow our Director-General @IrinaBokova","","Bosnia and Herzegovina",3,79
20823928,"HeathrowAirport","Heathrow Airport","London","Welcome to the official Heathrow Airport Twitter feed. We're here to help every day between 6:30am and 11pm (GMT). Follow @yourHeathrow for our expansion news.","airport","Qatar",3,22
21111883,"ddlovato","Demi Lovato","Mountain Time (US & Canada)","","person","Uganda",3,10
21323268,"NYSE","NYSE","Eastern Time (US & Canada)","The NYSE makes it possible for companies to #ExchangeMore of what matters","","Uganda",3,11
21401523,"staralliance","Star Alliance","Berlin","The Star Alliance network provides a range of benefits for the international traveller to improve their travel experience, wherever they are in the world.","airline","Cape Verde",3,43
21447363,"katyperry","KATY PERRY","Alaska","Rising...","person","Bosnia and Herzegovina",3,80
21447363,"katyperry","KATY PERRY","Alaska","Rising...","person","Papua New Guinea",3,57
21759987,"Icelandair","Icelandair","Monrovia","Welcome to the official Twitter of Icelandair. Icelandair is an international airline currently serving 40 gateways in Europe, the USA and Canada.","","Cape Verde",3,44
21764143,"FlySWISS","Swiss Intl Air Lines","Bern","Official twitter account of Switzerland's national airline. SWISS in CH @FlySWISS_CH, in the USA @FlySWISS_US, SWISS Cargo @SwissWorldCargo","airline","Cape Verde",3,45
21814628,"Australia","Australia","Sydney","Tourism Australia's official account. We're also @Australia on Instagram.","other","Bosnia and Herzegovina",3,81
21814628,"Australia","Australia","Sydney","Tourism Australia's official account. We're also @Australia on Instagram.","other","Papua New Guinea",3,58
21887420,"GuardianTravel","Guardian Travel","London","The latest travel news, insider guides, emerging destinations, new hotels and travel trends from the @Guardian. Instagram: guardiantravelsnaps","travel","Bosnia and Herzegovina",3,82
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Bosnia and Herzegovina",3,83
22090282,"BoeingAirplanes","Boeing Airplanes","Pacific Time (US & Canada)","Official Twitter of Boeing Commercial Airplanes - 
We design, build and support a family of technologically advanced commercial jets","travel","Papua New Guinea",3,59
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Bosnia and Herzegovina",3,84
22536055,"AmericanAir","American Airlines","Central Time (US & Canada)","We’re here to offer advice and inspiration for your trip on American. Please click here if you require a formal response to a complaint:https://t.co/gHXQN4ORDA","airline","Papua New Guinea",3,60
22919665,"AirAsia","AirAsia","Kuala Lumpur","Welcome to our official Twitter account where we tweet exclusive updates, contests & our low fares all in just 140 characters!","airline","Papua New Guinea",3,61
23083404,"KingJames","LeBron James","Quito","EST. AKRON - ST.V/M Class of '03  http://t.co/IneJylUd1m #IPROMISE","person","Bosnia and Herzegovina",3,85
23375688,"selenagomez","Selena Gomez","Pacific Time (US & Canada)","#REVIVAL out NOW. https://t.co/zP4EExdSBG Get The Revival Tour Line: https://t.co/YHbGeHnygg","person","Uganda",3,12
23976386,"davidguetta","David Guetta","Paris","Official David Guetta Twitter Page. http://t.co/RMCqdEM9XC","person","Bosnia and Herzegovina",3,86
23976386,"davidguetta","David Guetta","Paris","Official David Guetta Twitter Page. http://t.co/RMCqdEM9XC","person","Papua New Guinea",3,62
25103967,"Boeing","The Boeing Company","Central Time (US & Canada)","Boeing has a tradition of aerospace leadership and innovation, and is committed to investing in the communities where our people work and live worldwide.","travel","Papua New Guinea",3,63
25792111,"QantasUSA","Qantas Airways USA","Pacific Time (US & Canada)","Official Qantas USA. Follow us for USA news & fare sales. Visit https://t.co/2rwl9Mp5h8. For travel q's you may contact @Qantas. We’re here Mon-Fri 9am-5pm PST.","airline","Bosnia and Herzegovina",3,87
25792111,"QantasUSA","Qantas Airways USA","Pacific Time (US & Canada)","Official Qantas USA. Follow us for USA news & fare sales. Visit https://t.co/2rwl9Mp5h8. For travel q's you may contact @Qantas. We’re here Mon-Fri 9am-5pm PST.","airline","Cape Verde",3,46
26565946,"jtimberlake","Justin Timberlake","Pacific Time (US & Canada)","","person","Papua New Guinea",3,64
27042513,"RealHughJackman","Hugh Jackman","Pacific Time (US & Canada)","Instagram: @TheHughJackman","person","Papua New Guinea",3,65
27067896,"IATA","IATA","Eastern Time (US & Canada)","The International Air Transport Association (IATA) is the global trade association of airlines. Our 260 members comprise 83% of total air traffic.","travel","Papua New Guinea",3,66
27195114,"Drake","Drizzy","Quito","Views From The 6","person","Bosnia and Herzegovina",3,88
27260086,"justinbieber","Justin Bieber","Eastern Time (US & Canada)","Let's make the world better. Join @bkstg and add me on @shots 'justinbieber'. COLD WATER and LET ME LOVE YOU out now. OUR new album PURPOSE out NOW","person","Samoa",3,5
27650674,"Audi","Audi","Eastern Time (US & Canada)","The official Twitter account of Audi of America.","brand","Papua New Guinea",3,67
27860681,"WorldBank","World Bank","Eastern Time (US & Canada)","The official World Bank Twitter feed. The World Bank's mission is to fight poverty with passion and professionalism for lasting results.","other","Papua New Guinea",3,68
28706024,"Pink","P!nk","Pacific Time (US & Canada)","it's all happening","person","Papua New Guinea",3,69
28785486,"ABC","ABC News","Eastern Time (US & Canada)","See the whole picture with @ABC News. Join us on Facebook: https://t.co/ewMNZ54axm","news","Qatar",3,23
30313925,"WhiteHouse","The White House","Eastern Time (US & Canada)","Follow for the latest from President Obama and his Administration. For tweets from the President, follow @POTUS. Tweets may be archived: https://t.co/eVVzoBb3Zr","person","Bosnia and Herzegovina",3,89
30899115,"AirFranceUS","Air France US","Eastern Time (US & Canada)","#FranceisintheAir! At your service 24/7. Stay connected for our latest news. For media inquiries tweet @AFNewsroom (Personal info by DM only)","","Cape Verde",3,47
31143957,"GEAviation","GE Aviation","Eastern Time (US & Canada)","GE Aviation provides jet and turboprop engines, integrated systems and services for commercial, military and business & general aviation aircraft.","","Papua New Guinea",3,70
31927467,"pitbull","Pitbull","Eastern Time (US & Canada)","Mr. Worldwide. Musician. Entertainer. Entrepreneur.","person","Bosnia and Herzegovina",3,90
34613288,"Arsenal","Arsenal FC","London","The official club website brings you all the latest #Arsenal news, views and ticket information from Emirates Stadium

Follow:
@OfficialAFC_ID
@OfficialAFC_ES","sports","Bosnia and Herzegovina",3,91
35094637,"aliciakeys","Alicia Keys","Eastern Time (US & Canada)","Passionate about my work, in love with my family and dedicated to spreading light. It's contagious! ;-) https://t.co/vZcUuNOKcz","person","Cape Verde",3,48
35936474,"KDTrey5","Kevin Durant","Central Time (US & Canada)","IM ME, I DO ME, AND I CHILL","person","Bosnia and Herzegovina",3,92
38676903,"easyJet","easyJet","London","Connecting people across Europe & passionate about making travel easy & affordable. 8:00-8:00pm GMT Mon-Sun. For customer services visit
https://t.co/hOTXBHTSHz","travel","Cape Verde",3,49
40113236,"AirlineReporter","Airline Reporter","Pacific Time (US & Canada)","Providing engaging news & stories on aviation, travel, & airlines since 2008. Over 30 writers, in 18 cities, on 4 continents. Home of the #AvGeek!","","Cape Verde",3,50
40908929,"Usher","Usher Raymond IV","Eastern Time (US & Canada)","Look through my eyes and witness life as I see it. New album #HardIILove out now","","Uganda",3,13
44409004,"shakira","Shakira","Eastern Time (US & Canada)","#LaBicicleta @CarlosVives & Shakira. iTunes: https://t.co/soIQTtdbP9  https://t.co/oEZtqqavxC","person","Bosnia and Herzegovina",3,93
44994215,"Lufthansa_USA","Lufthansa USA","Eastern Time (US & Canada)","Welcome to the official Lufthansa account for the US! https://t.co/bgi9PfSMN3 Request a response: https://t.co/fmhf6rQuR8","airline","Cape Verde",3,51
