"screen_name","name","description","category","X","count"
"Fly_Norwegian","Norwegian","World's Best Low-Cost Long Haul airline 2015! Here to give you the latest company news and help you out. Customer service: https://t.co/kZn7JviQrF","airline",NA,18
"CalvinHarris","Calvin Harris","Music producer","person",NA,17
"SkySports","Sky Sports ","The official Sky Sports Twitter account. Bringing you the latest sports news, 24-7.","sports",NA,17
"NFL","NFL","Official Twitter account of the National Football League. Our Social Media Policy: https://t.co/Og68FW2cN7","sports",NA,17
"RT_com","RT","RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.","news",NA,17
"SkySportsNewsHQ","Sky Sports News HQ","The official Twitter account for Sky Sports News HQ. Your home of sports news.","sports",NA,17
"tim_cook","Tim Cook","CEO Apple, Fan of Auburn football and Duke basketball","news",NA,17
"enews","E! News","Entertainment news from https://t.co/G81dlZzugA��watch weeknights at 7p & 11p for the latest! 
Snapchat: e_news","channel",NA,16
"JetstarAirways","Jetstar Airways","Australia's all day, every day low fares airline. Here to help with customer service queries & fantastic offers. Monitored 7am-8pm weekdays & 9am-5pm weekends.","airline",NA,16
"tomhanks","Tom Hanks","I'm that actor in some of the movies you liked and some you didn't. Sometimes I'm in pretty good shape, other times I'm not. Hey, you gotta live, you know?","person",NA,16
"OMGFacts","OMG Facts","#TheMoreYouKnow","channel",NA,16
"twittermedia","Twitter Media","Discover the best content on Twitter, across news, sports, entertainment, politics, music, and lifestyle.","channel",NA,16
"SrBachchan","Amitabh Bachchan","Actor ... well at least some are STILL saying so !!","person",NA,16
"rioferdy5","Rio Ferdinand","Official Twitter account of Rio Ferdinand / Media Enquiries - info@neweraglobalsports.com / https://t.co/9hI5ihb0LY / SC - rioferdyfive","person",NA,16
"ddlovato","Demi Lovato","","person",NA,15
"eurowings","Eurowings","#NextStopPortugal : Discover the Algarve, Portugal's southernmost Region, with us: https://t.co/ohQGQZxhpq Take a look! ","airline",NA,15
"F1","Formula 1","The Official Formula 1� Twitter Account","other",NA,15
"iamsrk","Shah Rukh Khan","","person",NA,15
"adidas","adidas","","sports",NA,15
"hm","H&M","Welcome to H&M's official Twitter account. For customer service, please tweet @hm_custserv or visit https://t.co/pDnuki6akQ.","brand",NA,14
"ParamountPics","Paramount Pictures","Welcome to the Official Twitter Page for Paramount Pictures.","",NA,14
"priyankachopra","PRIYANKA","Dreamer.. Achiever..","person",NA,14
"coldplay","Coldplay","New album, A Head Full Of Dreams, out now worldwide. #AHFODtour runs through 2016. Spanish language account: @coldplay_es","person",NA,14
"aamir_khan","Aamir Khan","Actor.","person",NA,14
"iata2press","IATA Communications","This account is for press and media. IATA is the trade association of airlines. Our 260 members comprise 83% of the total air traffic.","travel",NA,14
"Jaguar","Jaguar","Official Jaguar worldwide Twitter account for news, videos and photos from Jaguar cars, home to #FTYPE, #XE, #XF, #XJ and #FPACE.","brand",NA,14
"narendramodi","Narendra Modi","Prime Minister of India","person",NA,13
"rustyrockets","Russell Brand","x2 new gigs announced London and Hayes! tickets are here: https://t.co/kcYt4hkDE0","",NA,13
"amazon","Amazon","Official Twitter of http://t.co/4rwjfdidk3.  Contact @AmazonHelp for customer support.","brand",NA,13
"ArianaGrande","Ariana Grande","dangerous woman","person",NA,13
"aliciakeys","Alicia Keys","Passionate about my work, in love with my family and dedicated to spreading light. It's contagious! ;-) https://t.co/vZcUuNOKcz","person",NA,13
"HHShkMohd","HH Sheikh Mohammed","Official Tweets by His Highness Sheikh Mohammed bin Rashid Al Maktoum","person",NA,13
"flyPAL","Philippine Airlines","This is the OFFICIAL twitter site of Philippine Airlines.","airline",NA,13
"KAKA","Kaka","https://t.co/6tgzPaNfFt","person",NA,13
"_austrian","Austrian Airlines","Official Austrian Airlines twitter Channel - the charming way to fly! For compliments and complaints, please refer to https://t.co/ODtoNtlX4z.","airline",NA,13
"BeingSalmanKhan","Salman Khan","Film actor, artist, painter, humanitarian","person",NA,13
"ICC","ICC","The official twitter account of the International Cricket Council, world cricket's governing body #CT17 Starts June 1st 2017","other",NA,13
"Pharrell","Pharrell Williams","@i_am_OTHER","person",NA,13
"stephenfry","Stephen Fry","Actor and writer currently working on new TV comedy @GreatIndoorsCBS Instagram - stephenfryactually","person",NA,12
"ESPNcricinfo","ESPNcricinfo","The home of cricket. https://t.co/tBXKmUsRs1
https://t.co/SehLbGwWnT","sports",NA,12
"jamieoliver","Jamie Oliver","Official Jamie Oliver: Proud Dad & Chef","person",NA,12
"eurocontrol","EUROCONTROL","The European Organisation for the Safety of Air Navigation. We keep you informed on the air traffic situation in Europe and on developments in ATM.","travel",NA,12
"lindsaylohan","Lindsay Lohan","Artist. Instagram: @lindsaylohan https://t.co/FjAZzhd8HY","person",NA,12
"BentleyMotors","Bentley Motors","Welcome to the official Twitter feed for Bentley Motors. The closer you look, the more you see. #BeExtraordinary","brand",NA,12
"LewisHamilton","Lewis Hamilton","H.A.M til the day I die!! #TeamLH Snapchat: lewishamilton https://t.co/Q4FiC7dSrt
https://t.co/A341DuifUN https://t.co/DYC80EzVtG","person",NA,12
"WayneRooney","Wayne Rooney","@NikeUK athlete https://t.co/3yp07llC6E @triplessports","person",NA,12
"Australia","Australia","Tourism Australia's official account. We're also @Australia on Instagram.","other",NA,11
"TwitterMusic","Twitter Music","Music related Tweets from around the world.","brand",NA,11
"USATODAY","USA TODAY","The latest news and most interesting stories from USA TODAY. News that's meant to be shared.","news",NA,10
"tonyfernandes","Tony Fernandes","GCEO of AirAsia, Founder of Tune Group, Chairman of QPR , Chairman of Caterham Group.","person",NA,10
"aplusk","ashton kutcher","I make stuff, actually I make up stuff, stories mostly, collaborations of thoughts, dreams, and actions. Thats me.","person",NA,10
"ELLEmagazine","ELLE Magazine (US)","ELLE-o. It's me.","channel",NA,10
"Pink","P!nk","it's all happening","person",NA,10
"Lufthansa_USA","Lufthansa USA","Welcome to the official Lufthansa account for the US! https://t.co/bgi9PfSMN3 Request a response: https://t.co/fmhf6rQuR8","airline",NA,10
"sonunigam","Sonu Nigam","","person",NA,10
"BrunoMars","Bruno Mars","","person",NA,10
"deepikapadukone","Deepika Padukone","Live,Love,Laugh... https://t.co/W632g3qOKi","person",NA,10
"iHrithik","Hrithik Roshan","Man on mission- to live the best life possible come what may.","person",NA,10
"ConanOBrien","Conan O'Brien","The voice of the people. Sorry, people.","person",NA,10
"Javedakhtarjadu","Javed Akhtar","A poet, lyricist, scriptwriter, atheist and a die-hard optimist","person",NA,10
"LiamPayne","Liam","the luckiest man in the world","person",NA,10
"shugairi","أحمد الشقيري","مدمن تحسين !...تحسين نفسي من عيوبها وذنوبها الكثيرة..وتحسين دائرة تأثيري..سعي مستمر نحو الإحسان يتخلله اخطاء واخفاقات وإحباطات..ولكن يستمر السعي","person",NA,10
"redbullracing","Red Bull Racing","#GivesYouWings #PushTheBoundaries","brand",NA,10
"DjokerNole","Novak Djokovic","Laugh as long as you breathe, love as long as you live!","person",NA,10
"Maserati_HQ","Maserati","Elegance, style, sportiness and performance with a long and glorious heritage. #Maserati, a tradition of innovation. https://t.co/4y3AGiONQE","brand",NA,10
"kobebryant","Kobe Bryant","CEO Kobe Inc. Publisher. Investor. Producer.","person",NA,10
"vueling","Vueling Airlines","The official Vueling channel to be informed of the latest news and exclusive offers. Share your pics with #vueling and we will share the best ones.","airline",NA,9
"Number10gov","UK Prime Minister","Official channel for Prime Minister Theresa May's office, based at 10 Downing Street. Tweets before 5pm, 13 July 2016 are from the previous Prime Minister.","person",NA,9
"wikileaks","WikiLeaks","We open governments. Contact: https://t.co/676V6mG02v PGP: A04C 5E09 ED02 B328 03EB 6116 93ED 732E 9231 8DBA","channel",NA,9
"Iberia","Iberia","A tu servicio 24 horas los 365 dias del ano. �En que podemos ayudarte desde aqui? �Te leemos! :)","airline",NA,9
"Independent","The Independent","News, comment and features from The Independent.","news",NA,9
"HuffPostTravel","HuffPost Travel","Explore the big, beautiful world with HuffPost Travel. Curated by @aulettabaum & @katelynnmullen Tips? travel@huffingtonpost.com","travel",NA,9
"astonmartin","Aston Martin","The only official Twitter account of Aston Martin Lagonda. Tweets of Power, Beauty and Soul. #astonmartin","brand",NA,9
"NargisFakhri","Nargis","Global Citizen","person",NA,9
"ZacEfron","Zac Efron","","person",NA,9
"krungy21","Sandara Park","투애니원의 상큼한보컬 & 신인여배우 2NE1's fresh vocal & Pambansang krungkrung ng Pilipinas & Actress","person",NA,9
"SAS","SAS","The largest airline company in Scandinavia, flying to and from Europe, with flights to North America and Asia. Customer service: flysas.com or facebook.com/SAS","airline",NA,8
"Finnair","Finnair","Follow us to hear what's latest with Finnair and to talk with us! For customer inquiries, please contact http://t.co/RDJ5GkjS @FinnairHelps","airline",NA,8
"AsianaAirlines","Asiana Airlines","Official Twitter of Asiana Airlines USA. Main hub: Seoul, Korea. #ASIANA380 now operating LAX-ICN via OZ202/201. Formal responses visit http://t.co/VzCObfDbdR","airline",NA,8
"manairport","Manchester Airport","Official Twitter stream for Manchester Airport. News, offers & banter with a hint of Northernness. Manned from 7am-11pm. Contact Centre Number: 0330 333 0304","airport",NA,8
"rickygervais","Ricky Gervais","Godless Ape. Comedian, Actor, Screenwriter, Movie Director. #TheOffice #Extras #Derek #TheRickyGervaisShow #LifeOnTheRoad #Humanity","person",NA,8
"AlArabiya_Brk","العربية عاجل","خدمة قناة #العربية للأخبار العاجلة","news",NA,8
"CzechAirlines","CzechAirlines","Official twitter channel of Czech Airlines. Share your travel stories with hashtag #flyOK","airline",NA,8
"anandmahindra","anand mahindra","Chairman and Managing Director, Mahindra Group","person",NA,8
"ATWOnline","Air Transport World","Daily news about #airlines and #aviation. Part of the @AviationWeek Network","news",NA,8
"JimCarrey","Jim Carrey","Actor Jim Carrey!","person",NA,8
"govsingapore","Singapore Government","Gov.sg - the official Twitter account of the Singapore government. Your first stop for the very latest policy announcements, information and news on Singapore.","other",NA,8
"MonsterEnergy","Monster Energy","#UnleashTheBeast https://t.co/qgChRebwPI https://t.co/ul5xeAYPNW 
https://t.co/8TIgfASmRx
https://t.co/onacwQzm8B","",NA,8
"LaraDutta","Lara Dutta Bhupathi","One head, many hats!   Instagram ac - @larabhupathi","person",NA,8
"Louis_Tomlinson","Louis Tomlinson","1/4 of One Direction :) We would be nowhere without our incredible fans, we owe it all to you.","",NA,8
"SunidhiChauhan5","Sunidhi Chauhan","Singer, performer","person",NA,8
"MariaSharapova","Maria Sharapova","https://t.co/NaE11fCnqd","person",NA,8
"FlightGlobal","FlightGlobal","We're here to help you make the right decisions with confidence.","travel",NA,7
